order_id,order_date,customer_id,region,city,product_category,product_name,quantity,unit_price,discount,revenue,profit,payment_method,customer_segment,delivery_days,returned
ORD-10165,2023-05-18,CUST-141,Europe,London,Office Supplies,Premium Gel Pen 20-Pack,3,24.12,0.0,72.36,9.83,Corporate Invoice,Corporate,2,Yes
ORD-10166,2023-05-20,CUST-177,North America,New York,Fashion & Apparel,Business Travel Backpack,1,91.3,0.0,91.3,13.72,Corporate Invoice,Small Business,7,No
ORD-10167,2023-05-20,CUST-124,North America,Houston,Fashion & Apparel,Merino Wool Blazer,5,260.74,0.3,912.59,66.2,Direct Wire,Consumer,1,Yes
ORD-10168,2023-05-21,CUST-219,Europe,Paris,Electronics,Ultra Pro Smartphone,4,830.07,0.0,3320.28,911.68,Credit Card,Corporate,2,No
ORD-10169,2023-05-24,CUST-143,Europe,Paris,Office Supplies,Locking Storage Cabinet,3,227.48,0.05,648.32,182.1,Credit Card,Small Business,7,No
ORD-10170,2023-05-22,CUST-200,Latin America,Sao Paulo,Fashion & Apparel,Waterproof Trench Coat,1,184.98,0.0,184.98,48.69,Credit Card,Consumer,3,No
ORD-10171,2023-05-22,CUST-117,Asia Pacific,Sydney,Fashion & Apparel,Merino Wool Blazer,5,253.36,0.1,1140.12,253.83,Credit Card,Consumer,8,No
ORD-10172,2023-05-20,CUST-266,Latin America,Mexico City,Fashion & Apparel,Titanium Chrono Watch,5,289.61,0.0,1448.05,437.88,Credit Card,Consumer,7,No
ORD-10173,2023-05-25,CUST-262,Asia Pacific,Seoul,Office Supplies,Desk Organization Tray,5,17.2,0.05,81.7,5.03,Direct Wire,Consumer,3,No
ORD-10174,2023-05-25,CUST-274,Europe,Paris,Furniture,Modern Minimalist Bookcase,5,203.69,0.0,1018.45,203.56,Credit Card,Corporate,4,No
ORD-10175,2023-05-24,CUST-328,Europe,Paris,Furniture,Solid Oak Conference Table,1,862.09,0.05,818.99,138.97,Corporate Invoice,Small Business,4,No
ORD-10176,2023-05-29,CUST-214,Europe,London,Electronics,Wireless Fast Charger,3,46.99,0.05,133.92,16.98,Corporate Invoice,Small Business,3,No
ORD-10177,2023-05-29,CUST-218,Asia Pacific,Tokyo,Fashion & Apparel,Titanium Chrono Watch,1,307.37,0.15,261.26,38.71,Corporate Invoice,Consumer,8,No
ORD-10178,2023-05-24,CUST-201,Europe,Amsterdam,Fashion & Apparel,Business Travel Backpack,4,91.09,0.0,364.36,93.6,Direct Wire,Corporate,6,No
ORD-10179,2023-06-02,CUST-127,Asia Pacific,Seoul,Office Supplies,Desk Organization Tray,4,18.36,0.05,69.77,3.8,PayPal,Consumer,3,No
ORD-10180,2023-05-31,CUST-115,Asia Pacific,Seoul,Electronics,Ultra Pro Smartphone,10,814.28,0.1,7328.52,1469.35,Direct Wire,Small Business,3,No
ORD-10181,2023-06-01,CUST-342,Asia Pacific,Mumbai,Furniture,Lounge Recliner Sofa,2,760.29,0.0,1520.58,316.53,Direct Wire,Consumer,8,Yes
ORD-10182,2023-05-31,CUST-180,Latin America,Santiago,Electronics,"Ergonomic Laptop 15""",2,1220.65,0.1,2197.17,437.42,PayPal,Small Business,5,No
ORD-10183,2023-06-03,CUST-329,Asia Pacific,Seoul,Electronics,Wireless Fast Charger,3,47.3,0.05,134.8,12.19,Direct Wire,Corporate,8,No
ORD-10184,2023-05-29,CUST-204,Asia Pacific,Sydney,Furniture,Modern Minimalist Bookcase,2,199.1,0.0,398.2,74.6,Direct Wire,Consumer,5,No
ORD-10185,2023-05-31,CUST-113,Asia Pacific,Seoul,Electronics,Wireless Fast Charger,1,46.83,0.05,44.49,0.29,Direct Wire,Consumer,4,No
ORD-10186,2023-06-08,CUST-347,Asia Pacific,Mumbai,Electronics,Noise-Canceling Headphones,2,243.23,0.05,462.14,94.07,PayPal,Corporate,6,No
ORD-10187,2023-06-09,CUST-169,Asia Pacific,Tokyo,Fashion & Apparel,Italian Leather Chelsea Boots,10,224.73,0.0,2247.3,681.14,PayPal,Small Business,8,No
ORD-10188,2023-06-04,CUST-309,Europe,Berlin,Furniture,Lounge Recliner Sofa,1,747.48,0.1,672.73,82.05,Direct Wire,Consumer,8,No
ORD-10189,2023-06-10,CUST-159,North America,Chicago,Electronics,4K Ultra Gaming Monitor,1,513.21,0.0,513.21,128.2,Credit Card,Small Business,6,No
ORD-10190,2023-06-04,CUST-270,Europe,Madrid,Furniture,Executive Ergonomic Chair,3,363.88,0.15,927.89,84.25,Credit Card,Corporate,4,No
ORD-10191,2023-06-04,CUST-304,Asia Pacific,Singapore,Furniture,Adjustable Standing Desk,2,620.79,0.05,1179.5,197.26,Corporate Invoice,Corporate,7,No
ORD-10192,2023-06-07,CUST-122,Europe,Berlin,Office Supplies,Locking Storage Cabinet,1,223.46,0.0,223.46,62.71,Credit Card,Consumer,9,No
ORD-10193,2023-06-10,CUST-318,Asia Pacific,Sydney,Electronics,Wireless Fast Charger,3,49.7,0.1,134.19,7.01,Credit Card,Corporate,6,No
ORD-10194,2023-06-07,CUST-329,Latin America,Buenos Aires,Fashion & Apparel,Titanium Chrono Watch,2,305.83,0.2,489.33,70.19,PayPal,Corporate,2,No
ORD-10195,2023-06-10,CUST-227,North America,Houston,Office Supplies,Locking Storage Cabinet,2,213.46,0.1,384.23,92.66,Corporate Invoice,Corporate,4,No
ORD-10196,2023-06-08,CUST-277,Europe,Paris,Fashion & Apparel,Titanium Chrono Watch,2,295.84,0.2,473.34,67.47,Direct Wire,Small Business,4,No
ORD-10197,2023-06-17,CUST-250,Latin America,Mexico City,Office Supplies,Premium Gel Pen 20-Pack,4,24.69,0.0,98.76,11.57,PayPal,Corporate,9,No
ORD-10198,2023-06-12,CUST-335,Asia Pacific,Sydney,Electronics,Noise-Canceling Headphones,2,246.23,0.0,492.46,124.89,Corporate Invoice,Small Business,5,No
ORD-10199,2023-06-12,CUST-139,North America,New York,Furniture,Solid Oak Conference Table,4,942.52,0.1,3393.07,469.0,Direct Wire,Corporate,8,No
ORD-10200,2023-06-17,CUST-137,Latin America,Sao Paulo,Electronics,Noise-Canceling Headphones,1,252.68,0.0,252.68,55.25,Credit Card,Small Business,8,No
ORD-10201,2023-06-14,CUST-350,Asia Pacific,Tokyo,Furniture,Solid Oak Conference Table,1,915.77,0.0,915.77,185.97,Direct Wire,Corporate,6,No
ORD-10202,2023-06-15,CUST-338,Latin America,Sao Paulo,Electronics,Wireless Fast Charger,1,49.17,0.05,46.71,0.83,PayPal,Small Business,3,No
ORD-10203,2023-06-22,CUST-174,North America,Los Angeles,Fashion & Apparel,Titanium Chrono Watch,10,294.15,0.15,2500.28,480.81,Direct Wire,Consumer,8,No
ORD-10204,2023-06-17,CUST-137,Asia Pacific,Singapore,Furniture,Adjustable Standing Desk,3,599.24,0.0,1797.72,380.0,Credit Card,Consumer,3,No
ORD-10205,2023-06-24,CUST-319,Latin America,Buenos Aires,Fashion & Apparel,Italian Leather Chelsea Boots,5,221.85,0.0,1109.25,334.46,Corporate Invoice,Small Business,3,No
ORD-10206,2023-06-25,CUST-111,North America,Houston,Electronics,Noise-Canceling Headphones,2,245.08,0.05,465.65,99.92,Corporate Invoice,Consumer,5,No
ORD-10207,2023-06-21,CUST-330,Latin America,Sao Paulo,Electronics,Wireless Fast Charger,1,50.14,0.0,50.14,3.54,Credit Card,Corporate,2,No
ORD-10208,2023-06-19,CUST-149,Asia Pacific,Mumbai,Fashion & Apparel,Italian Leather Chelsea Boots,3,226.56,0.0,679.68,197.0,Credit Card,Consumer,8,No
ORD-10209,2023-06-21,CUST-235,Latin America,Sao Paulo,Furniture,Executive Ergonomic Chair,2,366.21,0.05,695.8,108.98,Corporate Invoice,Small Business,8,No
ORD-10210,2023-06-25,CUST-316,North America,Los Angeles,Fashion & Apparel,Waterproof Trench Coat,4,194.01,0.1,698.44,148.12,PayPal,Corporate,9,No
ORD-10211,2023-06-24,CUST-310,Asia Pacific,Seoul,Furniture,Adjustable Standing Desk,4,619.11,0.0,2476.44,521.82,Corporate Invoice,Consumer,7,No
ORD-10212,2023-06-30,CUST-235,North America,Chicago,Office Supplies,Recycled Multipurpose Paper,3,39.35,0.0,118.05,20.82,PayPal,Small Business,8,No
ORD-10213,2023-06-29,CUST-171,Asia Pacific,Tokyo,Fashion & Apparel,Waterproof Trench Coat,1,192.67,0.1,173.4,31.98,PayPal,Corporate,5,No
ORD-10214,2023-06-24,CUST-333,North America,New York,Electronics,"Ergonomic Laptop 15""",3,1191.12,0.0,3573.36,980.04,Corporate Invoice,Corporate,7,No
ORD-10215,2023-06-29,CUST-339,North America,Los Angeles,Furniture,Adjustable Standing Desk,10,612.04,0.0,6120.4,1308.49,PayPal,Consumer,7,No
ORD-10216,2023-07-01,CUST-340,Asia Pacific,Seoul,Furniture,Executive Ergonomic Chair,3,343.32,0.05,978.46,158.07,PayPal,Consumer,6,No
ORD-10217,2023-06-27,CUST-290,North America,Houston,Fashion & Apparel,Titanium Chrono Watch,1,290.71,0.0,290.71,82.53,Corporate Invoice,Corporate,4,No
ORD-10218,2023-07-02,CUST-157,North America,Toronto,Fashion & Apparel,Titanium Chrono Watch,1,293.6,0.0,293.6,78.45,Direct Wire,Small Business,9,No
ORD-10219,2023-07-02,CUST-136,Europe,Paris,Office Supplies,Locking Storage Cabinet,1,219.72,0.0,219.72,66.4,Direct Wire,Consumer,2,No
ORD-10220,2023-06-30,CUST-266,Europe,Berlin,Office Supplies,Desk Organization Tray,2,18.43,0.0,36.86,-0.1,Corporate Invoice,Corporate,2,No
ORD-10221,2023-07-05,CUST-117,Latin America,Mexico City,Office Supplies,Heavy Duty Paper Shredder,1,133.24,0.0,133.24,31.13,Credit Card,Small Business,8,No
ORD-10222,2023-07-02,CUST-215,Latin America,Buenos Aires,Fashion & Apparel,Titanium Chrono Watch,1,296.75,0.1,267.07,54.93,Corporate Invoice,Corporate,3,No
ORD-10223,2023-07-02,CUST-269,Latin America,Mexico City,Electronics,Noise-Canceling Headphones,1,236.98,0.15,201.43,18.24,PayPal,Consumer,9,No
ORD-10224,2023-07-09,CUST-210,Asia Pacific,Sydney,Office Supplies,Desk Organization Tray,4,17.8,0.0,71.2,6.92,PayPal,Small Business,4,No
ORD-10225,2023-07-02,CUST-265,North America,New York,Office Supplies,Recycled Multipurpose Paper,1,39.2,0.1,35.28,-5.8,Credit Card,Corporate,6,No
ORD-10226,2023-07-10,CUST-258,Latin America,Santiago,Fashion & Apparel,Waterproof Trench Coat,5,189.17,0.0,945.85,277.17,Direct Wire,Consumer,7,Yes
ORD-10227,2023-07-05,CUST-314,North America,Toronto,Electronics,Wireless Fast Charger,2,49.41,0.05,93.88,9.77,Corporate Invoice,Corporate,4,No
ORD-10228,2023-07-11,CUST-213,Latin America,Mexico City,Fashion & Apparel,Waterproof Trench Coat,4,196.2,0.1,706.32,150.05,Corporate Invoice,Small Business,6,No
ORD-10229,2023-07-12,CUST-291,Latin America,Mexico City,Electronics,Wireless Fast Charger,2,46.97,0.0,93.94,13.3,PayPal,Consumer,5,No
ORD-10230,2023-07-10,CUST-317,North America,Chicago,Office Supplies,Locking Storage Cabinet,5,210.41,0.1,946.85,239.88,Credit Card,Small Business,5,No
ORD-10231,2023-07-11,CUST-160,Asia Pacific,Sydney,Office Supplies,Locking Storage Cabinet,1,209.2,0.05,198.74,46.61,Credit Card,Corporate,7,No
ORD-10232,2023-07-15,CUST-195,Latin America,Bogota,Fashion & Apparel,Italian Leather Chelsea Boots,2,223.03,0.0,446.06,124.74,PayPal,Corporate,8,Yes
ORD-10233,2023-07-15,CUST-198,Asia Pacific,Sydney,Furniture,Modern Minimalist Bookcase,5,204.87,0.0,1024.35,199.86,Direct Wire,Consumer,8,No
ORD-10234,2023-07-18,CUST-149,Latin America,Sao Paulo,Furniture,Solid Oak Conference Table,1,933.74,0.0,933.74,194.92,Credit Card,Corporate,4,Yes
ORD-10235,2023-07-18,CUST-230,Latin America,Bogota,Electronics,Wireless Fast Charger,1,48.24,0.05,45.83,0.61,Direct Wire,Small Business,4,No
ORD-10236,2023-07-20,CUST-312,Europe,Paris,Office Supplies,Desk Organization Tray,4,17.81,0.15,60.55,-8.62,Direct Wire,Consumer,6,No
ORD-10237,2023-07-20,CUST-120,Europe,Madrid,Fashion & Apparel,Business Travel Backpack,4,91.18,0.2,291.78,31.6,Direct Wire,Corporate,3,No
ORD-10238,2023-07-19,CUST-348,Asia Pacific,Seoul,Office Supplies,Recycled Multipurpose Paper,2,40.44,0.05,76.84,6.01,Credit Card,Small Business,8,Yes
ORD-10239,2023-07-17,CUST-205,Latin America,Sao Paulo,Fashion & Apparel,Business Travel Backpack,2,89.59,0.0,179.18,39.34,Corporate Invoice,Corporate,8,Yes
ORD-10240,2023-07-16,CUST-178,Asia Pacific,Sydney,Electronics,Wireless Fast Charger,8,51.39,0.0,411.12,82.11,PayPal,Small Business,6,No
ORD-10241,2023-07-21,CUST-178,Europe,Berlin,Electronics,Noise-Canceling Headphones,2,257.01,0.05,488.32,105.42,Corporate Invoice,Small Business,4,No
ORD-10242,2023-07-25,CUST-251,Asia Pacific,Tokyo,Fashion & Apparel,Business Travel Backpack,3,89.25,0.0,267.75,70.18,PayPal,Corporate,1,Yes
ORD-10243,2023-07-20,CUST-109,Latin America,Mexico City,Electronics,"Ergonomic Laptop 15""",2,1243.84,0.0,2487.68,683.55,PayPal,Corporate,3,No
ORD-10244,2023-07-26,CUST-340,North America,Houston,Fashion & Apparel,Merino Wool Blazer,2,247.57,0.1,445.63,91.18,Corporate Invoice,Small Business,6,No
ORD-10245,2023-07-21,CUST-193,North America,New York,Furniture,Lounge Recliner Sofa,2,724.49,0.0,1448.98,305.78,Direct Wire,Corporate,1,No
ORD-10246,2023-07-23,CUST-136,North America,Toronto,Electronics,Wireless Fast Charger,2,50.74,0.0,101.48,15.41,Corporate Invoice,Corporate,5,No
ORD-10247,2023-07-23,CUST-187,Asia Pacific,Sydney,Furniture,Executive Ergonomic Chair,4,353.28,0.15,1201.15,106.12,PayPal,Consumer,7,No
ORD-10248,2023-07-29,CUST-110,Latin America,Santiago,Electronics,4K Ultra Gaming Monitor,2,492.17,0.0,984.34,257.62,Corporate Invoice,Corporate,8,Yes
ORD-10249,2023-07-26,CUST-224,Europe,Berlin,Electronics,4K Ultra Gaming Monitor,2,519.73,0.3,727.62,22.02,PayPal,Corporate,9,No
ORD-10250,2023-07-25,CUST-313,Asia Pacific,Sydney,Office Supplies,Desk Organization Tray,1,18.49,0.0,18.49,-9.03,Direct Wire,Corporate,9,No
ORD-10251,2023-07-28,CUST-348,North America,New York,Office Supplies,Premium Gel Pen 20-Pack,1,25.05,0.1,22.55,-9.3,Credit Card,Corporate,7,No
ORD-10252,2023-07-25,CUST-237,Asia Pacific,Seoul,Electronics,Noise-Canceling Headphones,3,242.28,0.0,726.84,188.02,Direct Wire,Consumer,4,No
ORD-10253,2023-07-31,CUST-337,Latin America,Sao Paulo,Fashion & Apparel,Titanium Chrono Watch,2,301.55,0.15,512.63,93.37,PayPal,Small Business,4,No
ORD-10254,2023-08-01,CUST-322,North America,Toronto,Fashion & Apparel,Italian Leather Chelsea Boots,3,229.38,0.0,688.14,204.7,Credit Card,Corporate,5,No
ORD-10255,2023-07-29,CUST-262,Asia Pacific,Seoul,Fashion & Apparel,Business Travel Backpack,2,90.79,0.1,163.42,22.04,Direct Wire,Small Business,7,Yes
ORD-10256,2023-07-30,CUST-145,North America,Chicago,Furniture,Adjustable Standing Desk,10,591.69,0.05,5621.06,992.84,Corporate Invoice,Small Business,5,No
ORD-10257,2023-08-04,CUST-230,North America,Chicago,Furniture,Executive Ergonomic Chair,3,359.98,0.0,1079.94,217.09,Direct Wire,Corporate,8,Yes
ORD-10258,2023-08-03,CUST-278,North America,Chicago,Office Supplies,Locking Storage Cabinet,1,226.28,0.05,214.97,51.68,Credit Card,Small Business,9,No
ORD-10259,2023-08-05,CUST-105,Latin America,Sao Paulo,Furniture,Adjustable Standing Desk,1,614.69,0.05,583.96,91.07,Direct Wire,Corporate,7,No
ORD-10260,2023-08-04,CUST-243,North America,Toronto,Furniture,Adjustable Standing Desk,1,615.36,0.0,615.36,119.88,Credit Card,Consumer,9,No
ORD-10261,2023-08-05,CUST-269,North America,New York,Fashion & Apparel,Titanium Chrono Watch,2,291.69,0.15,495.87,89.89,PayPal,Corporate,4,No
ORD-10262,2023-08-07,CUST-163,North America,Toronto,Fashion & Apparel,Waterproof Trench Coat,1,197.51,0.05,187.63,42.51,Corporate Invoice,Corporate,2,Yes
ORD-10263,2023-08-09,CUST-139,Europe,Berlin,Fashion & Apparel,Titanium Chrono Watch,8,308.69,0.0,2469.52,762.25,PayPal,Consumer,3,No
ORD-10264,2023-08-06,CUST-125,Asia Pacific,Sydney,Electronics,Noise-Canceling Headphones,2,240.83,0.05,457.58,97.96,Corporate Invoice,Consumer,4,No
ORD-10265,2023-08-05,CUST-128,Asia Pacific,Singapore,Electronics,4K Ultra Gaming Monitor,2,487.22,0.1,877.0,161.79,PayPal,Corporate,7,No
ORD-10266,2023-08-10,CUST-191,Asia Pacific,Sydney,Electronics,4K Ultra Gaming Monitor,3,485.62,0.2,1165.49,131.01,PayPal,Small Business,7,No
ORD-10267,2023-08-12,CUST-272,Asia Pacific,Sydney,Fashion & Apparel,Business Travel Backpack,2,85.35,0.0,170.7,36.62,PayPal,Consumer,7,No
ORD-10268,2023-08-12,CUST-144,Asia Pacific,Mumbai,Furniture,Adjustable Standing Desk,1,607.0,0.0,607.0,118.04,PayPal,Consumer,8,No
ORD-10269,2023-08-12,CUST-325,Europe,London,Office Supplies,Recycled Multipurpose Paper,4,37.98,0.15,129.13,12.67,Credit Card,Small Business,2,No
ORD-10270,2023-08-15,CUST-227,Europe,London,Office Supplies,Recycled Multipurpose Paper,1,37.21,0.1,33.49,-6.29,Credit Card,Consumer,8,No
ORD-10271,2023-08-13,CUST-289,Europe,London,Fashion & Apparel,Titanium Chrono Watch,2,293.81,0.0,587.62,175.04,Credit Card,Small Business,1,No
ORD-10272,2023-08-12,CUST-236,North America,Toronto,Fashion & Apparel,Titanium Chrono Watch,5,299.43,0.05,1422.29,381.3,PayPal,Consumer,5,Yes
ORD-10273,2023-08-18,CUST-224,North America,Los Angeles,Furniture,Lounge Recliner Sofa,1,747.49,0.1,672.74,87.05,Corporate Invoice,Small Business,4,No
ORD-10274,2023-08-19,CUST-254,Latin America,Mexico City,Electronics,Noise-Canceling Headphones,3,255.16,0.1,688.93,125.73,Direct Wire,Small Business,5,No
ORD-10275,2023-08-17,CUST-334,Latin America,Mexico City,Furniture,Modern Minimalist Bookcase,5,205.57,0.05,976.46,152.7,Credit Card,Small Business,9,Yes
ORD-10276,2023-08-19,CUST-305,Asia Pacific,Mumbai,Fashion & Apparel,Titanium Chrono Watch,3,285.74,0.0,857.22,258.81,Corporate Invoice,Corporate,4,No
ORD-10277,2023-08-16,CUST-299,Latin America,Buenos Aires,Furniture,Solid Oak Conference Table,1,927.77,0.05,881.38,145.35,Direct Wire,Consumer,6,No
ORD-10278,2023-08-22,CUST-119,Europe,London,Furniture,Solid Oak Conference Table,5,911.61,0.05,4330.15,769.75,Direct Wire,Consumer,5,No
ORD-10279,2023-08-22,CUST-209,Asia Pacific,Singapore,Fashion & Apparel,Titanium Chrono Watch,4,297.04,0.0,1188.16,357.21,Corporate Invoice,Small Business,7,No
ORD-10280,2023-08-23,CUST-331,Asia Pacific,Tokyo,Office Supplies,Recycled Multipurpose Paper,1,38.44,0.0,38.44,-2.05,Direct Wire,Small Business,9,No
ORD-10281,2023-08-22,CUST-317,Europe,Paris,Electronics,Wireless Fast Charger,8,48.34,0.2,309.38,12.22,Credit Card,Consumer,1,No
ORD-10282,2023-08-25,CUST-260,North America,Houston,Office Supplies,Heavy Duty Paper Shredder,1,130.12,0.2,104.1,10.32,PayPal,Small Business,3,No
ORD-10283,2023-08-23,CUST-292,Asia Pacific,Singapore,Office Supplies,Desk Organization Tray,2,17.23,0.0,34.46,-5.94,Credit Card,Small Business,9,No
ORD-10284,2023-08-26,CUST-107,Asia Pacific,Tokyo,Office Supplies,Recycled Multipurpose Paper,5,38.96,0.0,194.8,42.68,Corporate Invoice,Corporate,7,No
ORD-10285,2023-08-25,CUST-282,Latin America,Buenos Aires,Furniture,Executive Ergonomic Chair,2,338.6,0.0,677.2,135.98,Credit Card,Corporate,5,Yes
ORD-10286,2023-08-25,CUST-161,Asia Pacific,Singapore,Fashion & Apparel,Italian Leather Chelsea Boots,1,225.23,0.1,202.71,39.16,Corporate Invoice,Consumer,5,No
ORD-10287,2023-08-29,CUST-317,North America,New York,Fashion & Apparel,Italian Leather Chelsea Boots,3,226.81,0.0,680.43,202.24,PayPal,Small Business,2,Yes
ORD-10288,2023-08-28,CUST-117,North America,Chicago,Furniture,Modern Minimalist Bookcase,3,206.36,0.0,619.08,115.7,Credit Card,Corporate,9,No
ORD-10289,2023-08-28,CUST-334,Asia Pacific,Seoul,Electronics,"Ergonomic Laptop 15""",3,1233.22,0.0,3699.66,1020.4,Corporate Invoice,Consumer,5,No
ORD-10290,2023-08-26,CUST-145,North America,Toronto,Electronics,Wireless Fast Charger,1,48.3,0.05,45.88,-4.37,Corporate Invoice,Small Business,7,No
ORD-10291,2023-08-28,CUST-336,North America,Toronto,Electronics,Wireless Fast Charger,1,47.59,0.3,33.31,-8.67,Direct Wire,Small Business,4,No
ORD-10292,2023-08-29,CUST-164,Latin America,Sao Paulo,Office Supplies,Desk Organization Tray,8,18.85,0.05,143.26,16.77,Corporate Invoice,Consumer,5,Yes
ORD-10293,2023-09-04,CUST-314,Europe,Madrid,Fashion & Apparel,Business Travel Backpack,1,87.31,0.1,78.58,3.75,PayPal,Small Business,9,No
ORD-10294,2023-09-06,CUST-209,Europe,Paris,Fashion & Apparel,Merino Wool Blazer,2,253.98,0.0,507.96,149.55,PayPal,Consumer,2,No
ORD-10295,2023-09-03,CUST-139,North America,Chicago,Fashion & Apparel,Merino Wool Blazer,4,258.57,0.1,930.85,210.06,Credit Card,Corporate,2,Yes
ORD-10296,2023-09-01,CUST-331,North America,Chicago,Fashion & Apparel,Merino Wool Blazer,3,247.48,0.3,519.71,28.87,Corporate Invoice,Small Business,9,Yes
ORD-10297,2023-09-01,CUST-177,North America,Toronto,Office Supplies,Recycled Multipurpose Paper,1,38.36,0.15,32.61,-7.76,Credit Card,Consumer,7,No
ORD-10298,2023-09-08,CUST-159,Europe,London,Fashion & Apparel,Merino Wool Blazer,2,244.23,0.0,488.46,143.31,Direct Wire,Consumer,3,No
ORD-10299,2023-09-09,CUST-318,Europe,Berlin,Office Supplies,Locking Storage Cabinet,5,214.19,0.0,1070.95,354.33,PayPal,Corporate,2,No
ORD-10300,2023-09-07,CUST-117,Asia Pacific,Singapore,Office Supplies,Premium Gel Pen 20-Pack,4,24.09,0.2,77.09,-7.58,Corporate Invoice,Consumer,10,No
ORD-10301,2023-09-04,CUST-292,Asia Pacific,Mumbai,Furniture,Adjustable Standing Desk,8,600.18,0.15,4081.22,410.73,Corporate Invoice,Small Business,3,No
ORD-10302,2023-09-10,CUST-247,Asia Pacific,Sydney,Fashion & Apparel,Waterproof Trench Coat,4,189.3,0.05,719.34,185.21,Credit Card,Small Business,1,No
ORD-10303,2023-09-06,CUST-164,Europe,Berlin,Electronics,Ultra Pro Smartphone,1,807.25,0.15,686.16,104.43,Credit Card,Consumer,1,No
ORD-10304,2023-09-11,CUST-127,North America,Chicago,Fashion & Apparel,Italian Leather Chelsea Boots,2,218.16,0.0,436.32,126.62,PayPal,Consumer,2,No
ORD-10305,2023-09-14,CUST-159,Asia Pacific,Mumbai,Furniture,Lounge Recliner Sofa,2,736.71,0.0,1473.42,306.15,Direct Wire,Small Business,6,No
ORD-10306,2023-09-15,CUST-331,Latin America,Bogota,Electronics,"Ergonomic Laptop 15""",2,1197.44,0.05,2275.14,533.72,Corporate Invoice,Corporate,7,No
ORD-10307,2023-09-15,CUST-219,Asia Pacific,Singapore,Furniture,Adjustable Standing Desk,3,575.38,0.05,1639.83,283.77,Direct Wire,Corporate,5,Yes
ORD-10308,2023-09-13,CUST-286,Latin America,Sao Paulo,Office Supplies,Heavy Duty Paper Shredder,1,131.46,0.05,124.89,28.53,Credit Card,Consumer,2,No
ORD-10309,2023-09-11,CUST-298,Latin America,Buenos Aires,Office Supplies,Premium Gel Pen 20-Pack,1,25.14,0.1,22.63,-4.28,Corporate Invoice,Corporate,1,No
ORD-10310,2023-09-16,CUST-265,Europe,London,Furniture,Adjustable Standing Desk,3,588.47,0.0,1765.41,372.89,Credit Card,Small Business,1,No
ORD-10311,2023-09-14,CUST-300,North America,Houston,Electronics,"Ergonomic Laptop 15""",3,1169.4,0.05,3332.79,787.7,PayPal,Corporate,8,Yes
ORD-10312,2023-09-18,CUST-158,North America,Los Angeles,Electronics,4K Ultra Gaming Monitor,3,497.4,0.0,1492.2,402.32,Direct Wire,Small Business,1,No
ORD-10313,2023-09-14,CUST-219,Europe,Paris,Furniture,Lounge Recliner Sofa,8,751.56,0.0,6012.48,1289.75,Direct Wire,Consumer,8,Yes
ORD-10314,2023-09-16,CUST-284,Asia Pacific,Sydney,Furniture,Modern Minimalist Bookcase,3,201.61,0.0,604.83,112.56,Direct Wire,Consumer,9,No
ORD-10315,2023-09-20,CUST-274,Europe,Paris,Fashion & Apparel,Business Travel Backpack,4,89.33,0.2,285.86,30.6,Direct Wire,Corporate,2,No
ORD-10316,2023-09-17,CUST-336,Latin America,Bogota,Fashion & Apparel,Merino Wool Blazer,1,242.79,0.0,242.79,67.19,Direct Wire,Corporate,2,No
ORD-10317,2023-09-20,CUST-342,Latin America,Mexico City,Office Supplies,Desk Organization Tray,1,17.31,0.05,16.44,-10.36,Credit Card,Small Business,8,No
ORD-10318,2023-09-19,CUST-334,North America,Houston,Furniture,Modern Minimalist Bookcase,3,207.42,0.15,528.92,41.36,Corporate Invoice,Small Business,5,No
ORD-10319,2023-09-21,CUST-117,Europe,Paris,Electronics,"Ergonomic Laptop 15""",2,1234.57,0.3,1728.4,77.06,PayPal,Corporate,9,Yes
ORD-10320,2023-09-21,CUST-262,Asia Pacific,Singapore,Furniture,Executive Ergonomic Chair,3,346.35,0.15,883.19,79.44,PayPal,Corporate,5,No
ORD-10321,2023-09-23,CUST-235,Latin America,Mexico City,Electronics,"Ergonomic Laptop 15""",3,1173.84,0.2,2817.22,350.74,Corporate Invoice,Consumer,1,No
ORD-10322,2023-09-23,CUST-249,North America,Toronto,Fashion & Apparel,Merino Wool Blazer,1,251.12,0.0,251.12,69.86,PayPal,Corporate,2,No
ORD-10323,2023-09-27,CUST-290,Asia Pacific,Sydney,Office Supplies,Premium Gel Pen 20-Pack,1,23.59,0.0,23.59,-7.24,Direct Wire,Small Business,7,No
ORD-10324,2023-09-29,CUST-275,Europe,Madrid,Electronics,Noise-Canceling Headphones,1,243.81,0.2,195.05,14.86,PayPal,Small Business,1,Yes
ORD-10325,2023-09-24,CUST-342,Asia Pacific,Singapore,Electronics,4K Ultra Gaming Monitor,2,511.17,0.1,920.11,170.62,Corporate Invoice,Consumer,7,No
ORD-10326,2023-09-27,CUST-128,Asia Pacific,Tokyo,Electronics,4K Ultra Gaming Monitor,3,509.83,0.05,1453.02,336.86,Credit Card,Corporate,2,Yes
ORD-10327,2023-09-27,CUST-302,Latin America,Santiago,Fashion & Apparel,Business Travel Backpack,3,84.59,0.15,215.7,29.26,Credit Card,Small Business,1,No
ORD-10328,2023-09-30,CUST-318,Europe,Amsterdam,Electronics,Noise-Canceling Headphones,10,261.14,0.0,2611.4,693.19,PayPal,Consumer,7,No
ORD-10329,2023-09-30,CUST-333,North America,Los Angeles,Fashion & Apparel,Business Travel Backpack,5,85.96,0.3,300.86,8.08,Credit Card,Corporate,5,Yes
